,id,ad_creative_body,funding_entity,region_distribution,demographic_distribution,impressions,spend,ad_delivery_start_time,assistant_reply,true_age_group,predicted_age_group,llama_reply
109,579090156559973.0,"The Public Utility Commission's electricity market redesign should put Texans first. That means reducing bills and preventing blackouts by increasing efficiency, helping consumers reduce demand, increasing transmission, and adding rooftop solar and storage.",Resource Media,"[{'percentage': '1', 'region': 'Texas'}]","[{'percentage': '0.003574', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.288778', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.707648', 'age': '18-24', 'gender': 'male'}]","{'lower_bound': '2000', 'upper_bound': '2999'}","{'lower_bound': '0', 'upper_bound': '99'}",2021-08-25,"Age group: Late working age (45-64)
Explanation: Likely most concerned with high bills, blackout prevention, and home energy efficiency to lower household expenses and increase reliability.",Young,Late working,"Age group: Late working age (45-64) 

Explanation: This age group is likely established in their careers, owns a home, and has a vested interest in reducing electricity bills."
110,136542685254651.0,"Child athletes deserve better. They deserve to feel safe, supported, and empowered — that’s what the Coalition for Empowered Athletes is fighting for. Join the movement to show your support. 💪",Child USA,"[{'percentage': '5.0E-6', 'region': 'Unknown'}, {'percentage': '0.030923', 'region': 'Pennsylvania'}, {'percentage': '0.009985', 'region': 'Nevada'}, {'percentage': '0.003149', 'region': 'New Hampshire'}, {'percentage': '0.031504', 'region': 'New Jersey'}, {'percentage': '0.005307', 'region': 'New Mexico'}, {'percentage': '0.051549', 'region': 'New York'}, {'percentage': '0.037714', 'region': 'North Carolina'}, {'percentage': '0.001429', 'region': 'North Dakota'}, {'percentage': '0.032831', 'region': 'Ohio'}, {'percentage': '0.010948', 'region': 'Oklahoma'}, {'percentage': '0.007668', 'region': 'Oregon'}, {'percentage': '0.003047', 'region': 'Rhode Island'}, {'percentage': '0.001644', 'region': 'Montana'}, {'percentage': '0.016734', 'region': 'South Carolina'}, {'percentage': '0.001398', 'region': 'South Dakota'}, {'percentage': '0.019525', 'region': 'Tennessee'}, {'percentage': '0.124043', 'region': 'Texas'}, {'percentage': '0.008394', 'region': 'Utah'}, {'percentage': '0.001141', 'region': 'Vermont'}, {'percentage': '0.026109', 'region': 'Virginia'}, {'percentage': '0.015331', 'region': 'Washington'}, {'percentage': '0.003482', 'region': 'West Virginia'}, {'percentage': '0.012713', 'region': 'Wisconsin'}, {'percentage': '0.005922', 'region': 'Nebraska'}, {'percentage': '0.015619', 'region': 'Missouri'}, {'percentage': '0.014942', 'region': 'Alabama'}, {'percentage': '0.00561', 'region': 'Hawaii'}, {'percentage': '0.001827', 'region': 'Alaska'}, {'percentage': '0.019318', 'region': 'Arizona'}, {'percentage': '0.010097', 'region': 'Arkansas'}, {'percentage': '0.130274', 'region': 'California'}, {'percentage': '0.010893', 'region': 'Colorado'}, {'percentage': '0.011453', 'region': 'Connecticut'}, {'percentage': '0.00363', 'region': 'Delaware'}, {'percentage': '0.001975', 'region': 'Washington, District of Columbia'}, {'percentage': '0.063471', 'region': 'Florida'}, {'percentage': '0.042309', 'region': 'Georgia'}, {'percentage': '0.004104', 'region': 'Idaho'}, {'percentage': '0.014244', 'region': 'Mississippi'}, {'percentage': '0.035444', 'region': 'Illinois'}, {'percentage': '0.021', 'region': 'Indiana'}, {'percentage': '0.006486', 'region': 'Iowa'}, {'percentage': '0.007148', 'region': 'Kansas'}, {'percentage': '0.013675', 'region': 'Kentucky'}, {'percentage': '0.020907', 'region': 'Louisiana'}, {'percentage': '0.002777', 'region': 'Maine'}, {'percentage': '0.022117', 'region': 'Maryland'}, {'percentage': '0.019623', 'region': 'Massachusetts'}, {'percentage': '0.02498', 'region': 'Michigan'}, {'percentage': '0.012777', 'region': 'Minnesota'}, {'percentage': '0.000805', 'region': 'Wyoming'}]","[{'percentage': '0.013229', 'age': '13-17', 'gender': 'unknown'}, {'percentage': '0.286456', 'age': '13-17', 'gender': 'male'}, {'percentage': '0.700315', 'age': '13-17', 'gender': 'female'}]","{'lower_bound': '800000', 'upper_bound': '899999'}","{'lower_bound': '4000', 'upper_bound': '4499'}",2021-07-07,"Age group: Early working age (25-44)  
Explanation: This group likely includes parents concerned about safe and supportive conditions for their child athletes.",Young,Early working,"Age group: Early working age (25-44)

Explanation: Parents of young athletes, likely in this age group, are most concerned about their children's safety and well-being."
111,461966791594674.0,"Renewable energy is projected to surpass fossil gas as the dominant source of energy production by 2030. Texas, a leader in wind output, is in a great position as the nation transitions.",Resource Media,"[{'percentage': '1', 'region': 'Texas'}]","[{'percentage': '0.005076', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.837563', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.15736', 'age': '18-24', 'gender': 'female'}]","{'lower_bound': '0', 'upper_bound': '999'}","{'lower_bound': '0', 'upper_bound': '99'}",2021-03-08,"Age group: Early working age (25-44)  
Explanation: This group is likely investing in sustainable energy options, driven by long-term economic and environmental considerations.",Young,Early working,"Age group: Early working age (25-44)

Explanation: This age group is likely to be established in their careers and have a vested interest in future energy solutions."
112,3158858510993311.0,America’s youth are building people power to take down the unfair systems punishing our country’s most vulnerable communities when seeking self-managed abortions. Sign the petition to join Advocates For Youth’s fight for a fairer justice system and better healthcare policies for everyone.,ADVOCATES FOR YOUTH INC,"[{'percentage': '0.012618', 'region': 'Alabama'}, {'percentage': '0.026025', 'region': 'Oregon'}, {'percentage': '0.007098', 'region': 'Nevada'}, {'percentage': '0.002366', 'region': 'New Hampshire'}, {'percentage': '0.011041', 'region': 'New Jersey'}, {'percentage': '0.007886', 'region': 'New Mexico'}, {'percentage': '0.041009', 'region': 'New York'}, {'percentage': '0.025237', 'region': 'North Carolina'}, {'percentage': '0.004732', 'region': 'North Dakota'}, {'percentage': '0.061514', 'region': 'Ohio'}, {'percentage': '0.012618', 'region': 'Oklahoma'}, {'percentage': '0.042587', 'region': 'Pennsylvania'}, {'percentage': '0.007098', 'region': 'Montana'}, {'percentage': '0.007886', 'region': 'South Carolina'}, {'percentage': '0.005521', 'region': 'South Dakota'}, {'percentage': '0.026814', 'region': 'Tennessee'}, {'percentage': '0.071767', 'region': 'Texas'}, {'percentage': '0.018927', 'region': 'Utah'}, {'percentage': '0.002366', 'region': 'Vermont'}, {'percentage': '0.026025', 'region': 'Virginia'}, {'percentage': '0.052839', 'region': 'Washington'}, {'percentage': '0.008675', 'region': 'West Virginia'}, {'percentage': '0.022871', 'region': 'Wisconsin'}, {'percentage': '0.01183', 'region': 'Nebraska'}, {'percentage': '0.037855', 'region': 'Missouri'}, {'percentage': '0.006309', 'region': 'Alaska'}, {'percentage': '0.014984', 'region': 'Idaho'}, {'percentage': '0.020505', 'region': 'Arizona'}, {'percentage': '0.013407', 'region': 'Arkansas'}, {'percentage': '0.043375', 'region': 'California'}, {'percentage': '0.01735', 'region': 'Colorado'}, {'percentage': '0.005521', 'region': 'Connecticut'}, {'percentage': '0.002366', 'region': 'Delaware'}, {'percentage': '0.000789', 'region': 'Washington, District of Columbia'}, {'percentage': '0.035489', 'region': 'Florida'}, {'percentage': '0.018139', 'region': 'Georgia'}, {'percentage': '0.043375', 'region': 'Illinois'}, {'percentage': '0.005521', 'region': 'Mississippi'}, {'percentage': '0.029968', 'region': 'Indiana'}, {'percentage': '0.020505', 'region': 'Iowa'}, {'percentage': '0.020505', 'region': 'Kansas'}, {'percentage': '0.025237', 'region': 'Kentucky'}, {'percentage': '0.010252', 'region': 'Louisiana'}, {'percentage': '0.007886', 'region': 'Maine'}, {'percentage': '0.008675', 'region': 'Maryland'}, {'percentage': '0.019716', 'region': 'Massachusetts'}, {'percentage': '0.04653', 'region': 'Michigan'}, {'percentage': '0.023659', 'region': 'Minnesota'}, {'percentage': '0.004732', 'region': 'Wyoming'}]","[{'percentage': '0.131642', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.716891', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.151467', 'age': '18-24', 'gender': 'unknown'}]","{'lower_bound': '1000', 'upper_bound': '1999'}","{'lower_bound': '0', 'upper_bound': '99'}",2022-02-02,"Age group: Young adults (18-24)
Explanation: This age group is most likely to resonate with youth-focused activism and justice-oriented movements for systemic change.",Young,Young,"Age group: Young adults (18-24)
Explanation: The ad mentions ""America's youth"" and Advocates For Youth, implying a focus on young people and their interests."
113,632925471193017.0,"“In summary, the Act will increase incentives for reducing carbon emissions and will also fund much-needed investments that will facilitate reducing emissions.  It will address inequities faced by environmental justice communities and also increase the Commonwealth’s long-term economic competitiveness.”

- Dr. Robert Triest Chair of Economics Northeastern",ClimateXChange Education and Research ,"[{'percentage': '1', 'region': 'Massachusetts'}]","[{'percentage': '1', 'age': '55-64', 'gender': 'male'}]","{'lower_bound': '0', 'upper_bound': '999'}","{'lower_bound': '0', 'upper_bound': '99'}",2022-01-21,"Age Group: Early working age (25-44)
Explanation: Emphasis on investments and economic competitiveness appeals to adults focused on career growth in this age group.",Late working,Early working,"Age group: Early working age (25-44)

Explanation: The ad's focus on economic competitiveness and environmental justice resonates with this age group's career and family concerns."
114,588613105724680.0,The worst impacts of climate change could be irreversible by 2030. The time to switch to a renewable energy plan is now. Not tomorrow. Not next week.,Rhythm,"[{'percentage': '1', 'region': 'Texas'}]","[{'percentage': '0.069341', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.005448', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.117385', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.272907', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.533928', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.000991', 'age': '55-64', 'gender': 'unknown'}]","{'lower_bound': '2000', 'upper_bound': '2999'}","{'lower_bound': '0', 'upper_bound': '99'}",2021-10-11,"Age group: Early working age (25-44)
Explanation: They can switch energy plans and are motivated to act before irreversible impacts by 2030.",Late working,Early working,"Age group: Young adults (18-24)
Explanation: This age group is most concerned about the future and will be most affected by climate change's long-term impacts."
115,264346558708823.0,"Investing in state parks, wildlife, forests, and public lands keeps Colorado thriving. Thank you for investing in these irreplaceable public health and economic resources.",Conservation Colorado,"[{'percentage': '1', 'region': 'Colorado'}]","[{'percentage': '1', 'age': '55-64', 'gender': 'female'}]","{'lower_bound': '0', 'upper_bound': '999'}","{'lower_bound': '0', 'upper_bound': '99'}",2021-04-23,"Age group: Late working age (45-64)
Explanation: The ad appeals to 45-64-year-olds who invest in public resources and value economic and environmental sustainability.",Late working,Late working,"Age group: Late working age (45-64)

Explanation: This age group is more likely to appreciate preserving natural resources and public lands, having had time to appreciate nature."
116,415903763485448.0,Minneapolis deserves better than this. It’s time to rework and expand public safety now. Vote Yes on Question 2 by November 2!,Yes 4 Minneapolis,"[{'percentage': '1', 'region': 'Minnesota'}]","[{'percentage': '0.642486', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.357514', 'age': '55-64', 'gender': 'female'}]","{'lower_bound': '5000', 'upper_bound': '5999'}","{'lower_bound': '100', 'upper_bound': '199'}",2021-10-17,"Age group: Late working age (45-64)
Explanation: They're active voters concerned about public safety, likely to support policy changes by voting on local measures.",Late working,Late working,"Age group: Early working age (25-44)

Explanation: The language used is professional and policy-focused, appealing to individuals established in their careers and concerned about community issues."
117,297946808464815.0,Our homes and how we power them account for 25% of our greenhouse gas emissions. Fuel for our cars? 23%.,Rhythm,"[{'percentage': '1', 'region': 'Texas'}]","[{'percentage': '0.000243', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.004376', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.193776', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.63895', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.123268', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.039387', 'age': '55-64', 'gender': 'female'}]","{'lower_bound': '6000', 'upper_bound': '6999'}","{'lower_bound': '0', 'upper_bound': '99'}",2021-10-11,"Age group: Late working age (45-64)
Explanation: They typically own homes and cars, contributing significantly to emissions, and can adopt changes to reduce their impact.",Late working,Late working,"Age group: Early working age (25-44)
Explanation: This age group is likely to own homes and cars, making them most relevant to the environmental concerns mentioned."
118,930136057859759.0,How we power our homes pollutes the planet more than our gas-powered cars do.,Rhythm,"[{'percentage': '1', 'region': 'Texas'}]","[{'percentage': '0.000448', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.06789', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.436437', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.002537', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.415548', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.077141', 'age': '55-64', 'gender': 'female'}]","{'lower_bound': '10000', 'upper_bound': '14999'}","{'lower_bound': '0', 'upper_bound': '99'}",2021-10-11,"Age group: Late working age (45-64)
Explanation: They're established homeowners whose energy choices significantly impact home pollution, making them key targets for change.",Late working,Late working,"Age group: Early working age (25-44)
Explanation: At this stage, they're likely settling down, buying homes, and concerned about family's environmental impact."
119,542397933867789.0,"President Joe Biden has only been in office for a couple of months and the US has already been slammed with skyrocketing unemployment rates, inflation, and rising consumer costs.

Biden promised a return to normal — but refuses to lift coronavirus precautions that are destroying American small businesses. 

Biden promised to “build back better” — but his disastrous policies have made gas the most expensive it’s been in six years.

If COVID-19 wasn’t devastating enough for our economy, the Biden administration seems to be hell-bent on preventing any real recovery.",The American Digest,"[{'percentage': '0.03252', 'region': 'Minnesota'}, {'percentage': '0.04878', 'region': 'Pennsylvania'}, {'percentage': '0.01626', 'region': 'New Jersey'}, {'percentage': '0.01626', 'region': 'New Mexico'}, {'percentage': '0.04065', 'region': 'New York'}, {'percentage': '0.01626', 'region': 'North Carolina'}, {'percentage': '0.00813', 'region': 'North Dakota'}, {'percentage': '0.04065', 'region': 'Ohio'}, {'percentage': '0.03252', 'region': 'Oklahoma'}, {'percentage': '0.02439', 'region': 'Oregon'}, {'percentage': '0.01626', 'region': 'South Carolina'}, {'percentage': '0.00813', 'region': 'Nevada'}, {'percentage': '0.00813', 'region': 'South Dakota'}, {'percentage': '0.01626', 'region': 'Tennessee'}, {'percentage': '0.04065', 'region': 'Texas'}, {'percentage': '0.00813', 'region': 'Utah'}, {'percentage': '0.00813', 'region': 'Vermont'}, {'percentage': '0.00813', 'region': 'Virginia'}, {'percentage': '0.01626', 'region': 'Washington'}, {'percentage': '0.03252', 'region': 'West Virginia'}, {'percentage': '0.01626', 'region': 'New Hampshire'}, {'percentage': '0.00813', 'region': 'Nebraska'}, {'percentage': '0.03252', 'region': 'Alabama'}, {'percentage': '0.065041', 'region': 'Illinois'}, {'percentage': '0.00813', 'region': 'Alaska'}, {'percentage': '0.02439', 'region': 'Arizona'}, {'percentage': '0.01626', 'region': 'California'}, {'percentage': '0.01626', 'region': 'Colorado'}, {'percentage': '0.081301', 'region': 'Florida'}, {'percentage': '0.04065', 'region': 'Georgia'}, {'percentage': '0.00813', 'region': 'Hawaii'}, {'percentage': '0.01626', 'region': 'Idaho'}, {'percentage': '0.04065', 'region': 'Indiana'}, {'percentage': '0.02439', 'region': 'Missouri'}, {'percentage': '0.00813', 'region': 'Iowa'}, {'percentage': '0.02439', 'region': 'Kansas'}, {'percentage': '0.00813', 'region': 'Kentucky'}, {'percentage': '0.03252', 'region': 'Louisiana'}, {'percentage': '0.00813', 'region': 'Maine'}, {'percentage': '0.00813', 'region': 'Massachusetts'}, {'percentage': '0.04065', 'region': 'Michigan'}, {'percentage': '0.00813', 'region': 'Mississippi'}, {'percentage': '0.02439', 'region': 'Wisconsin'}]","[{'percentage': '1', 'age': '45-54', 'gender': 'male'}]","{'lower_bound': '0', 'upper_bound': '999'}","{'lower_bound': '0', 'upper_bound': '99'}",2021-06-23,"Age group: Late working age (45-64)
Explanation: They're small business owners affected by unemployment, inflation, and gas prices, concerned about Biden's economic policies.",Late working,Late working,"Age group: Senior citizens (65+)
Explanation: The ad's focus on economic woes and pandemic precautions resonates with seniors concerned about their retirement and healthcare."
